package,total_downloads
sRDA,3331
srm,1819
sROC,54039
srp,3267
SRRS,4496
SRTtools,1905
srvyr,24582
ss3sim,4697
ssa,4802
ssanv,14821
SSBtools,4813
ssc,3952
sscor,3655
ssd,4431
SSDforR,14734
SSDM,6325
sSDR,3835
ssdtools,3257
sse,2036
ssev,2741
ssfa,6054
ssfit,4436
ssgraph,10176
ssh,23951
ssh.utils,265186
ssize.fdr,5854
ssizeRNA,5866
SSLASSO,4129
SSM,3308
ssmn,3647
ssMousetrack,3364
ssmrob,6058
ssmsn,3278
SSN,7085
SSOSVM,1764
sspline,5534
sspse,5055
ssr,924
SSRA,3299
SSrat,4334
ssrm.logmer,2917
SSRMST,4147
sss,5404
sssc,2909
SSsimple,5401
Sstack,2890
sstModel,3034
ssvd,4990
ssym,5654
st,9420
stability,4310
stable,50562
stabledist,300100
StableEstim,6389
stablelearner,3176
stablespec,3647
stabm,2561
stabreg,1831
stabs,44499
Stack,8004
stackoverflow,5072
stacomiR,3176
stacomirtools,4636
StagedChoiceSplineMix,3533
stagedtrees,824
stagePop,4175
StakeholderAnalysis,3616
stam,5042
StAMPP,9159
stampr,3542
STAND,4142
standardize,10683
StandardizeText,4792
StanHeaders,483819
stapler,4051
staplr,7933
STAR,7379
staRdom,4541
stargazer,321723
starma,5077
starmie,3238
stars,102455
STARTdesign,3260
startR,3426
STARTS,5015
startup,7412
startupmsg,24144
STAT,8399
Stat2Data,18347
statar,10095
statarepl,318
statcanR,335
StatCharrms,3050
statcheck,5325
statcomp,1009
StatDA,8129
StatDataML,7258
statebins,6824
states,5295
statgenGWAS,0
statgenSTA,0
statGraph,4358
stationaRy,1910
stationery,4187
statip,52014
StatMatch,14595
StatMeasures,8319
statmod,261764
statnet,54829
statnet.common,215857
statnetWeb,6436
staTools,4661
StatPerMeCo,3560
statprograms,3885
statquotes,3514
StatRank,5763
stats19,12579
statsExpressions,9887
statsguRu,1928
statsr,26267
statVisual,2685
STB,3884
stcos,2290
stcov,3534
stddiff,4739
stdReg,6757
stdvectors,3517
steadyICA,5622
steemr,3744
steepness,7388
SteinerNet,3584
SteinIV,3870
stellaR,5018
Stem,6346
stemmatology,3108
StempCens,2681
STEPCAM,4638
stepp,5221
stepPenal,2757
stepPlr,22722
stepR,6789
StepReg,14236
steps,2396
StepSignalMargiLike,3294
stepwise,6533
StepwiseTest,3635
StereoMorph,6811
stevedore,6214
STGS,449
stheoreme,4255
STI,3757
sticky,4538
stilt,4559
stima,4277
stinepack,96297
stlcsb,2879
stlplus,166149
stm,56985
stmCorrViz,8797
STMedianPolish,4059
stmgp,4240
stmgui,3527
stminsights,4833
StMoMo,8706
StMoSim,5484
STMotif,3684
stocc,4831
stochprofML,4434
stochQN,1386
stochvol,15736
StockChina,4132
stockR,3041
stocks,5781
stoichcalc,5427
STOPES,1596
stopwords,376269
Storm,4594
stormwindmodel,3454
storr,26478
stoRy,3373
stosim,4429
STPGA,5062
stplanr,24194
stpm,4874
stpp,5822
stR,6283
STRAH,1797
StrainRanking,4577
strandCet,3003
strap,8050
strapgod,3444
strat,3329
strataG,7366
stratamatch,767
stratbr,3574
strategicplayers,3276
Strategy,3478
stratEst,3075
stratification,7908
StratifiedBalancing,4029
StratifiedMedicine,2359
StratifiedRF,3723
stratifyR,3361
StratigrapheR,4078
StratSel,4343
STraTUS,2176
stratvns,3308
straweib,1901
stray,311
stream,9372
streambugs,3567
streamDepletr,1933
StreamMetabolism,7048
streamMOA,5530
streamR,55556
stressr,3784
StressStrength,4896
strex,49974
strider,3956
String2AdjMatrix,3141
stringb,4631
stringdist,459214
stringformattr,3604
stringi,7398414
stringr,7735816
strip,5858
stripless,3702
striprtf,41805
STRMPS,2789
StroupGLMM,3743
strucchange,665299
StructFDR,3654
structree,3742
structSSI,5296
StructureMC,865
strum,4456
strvalidator,6282
stsm,8610
stsm.class,5407
stuart,2859
stubthat,4406
studentlife,1699
stUPscales,2500
STV,3232
StVAR,3658
styler,141475
stylest,3038
stylo,15451
subcopem2D,4591
SubCultCon,4571
subdetect,3669
subformula,442
subgroup,4118
subgroup.discovery,3591
SubgrpID,3693
SubgrPlots,2906
subgxe,1541
sublime,3386
submax,3357
subniche,4198
SubpathwayGMir,3235
SubpathwayLNCE,3380
subplex,50602
subprocess,44945
subrank,4991
subsamp,3383
subscore,5861
subscreen,3846
subselect,239495
subspace,4196
subtee,3199
SubTite,3834
subtype,4334
SubVis,3623
suddengains,2855
sudoku,6894
sudokuAlt,5692
SUE,4407
sugarbag,1757
sugrrants,8924
sumFREGAT,3146
summariser,4669
SummaryLasso,566
summarytools,94007
SUMMER,4310
sunburstR,160061
suncalc,11989
Sunclarco,3287
Sunder,4801
sundialr,3783
SunsetTSA,326
SunterSampling,4788
supc,3543
supclust,5544
supcluster,4062
superbiclust,8112
superdiag,4673
SuperExactTest,5527
SuperGauss,3390
superheat,8911
SuperLearner,22057
superMDS,5790
superml,4684
supernova,4604
superpc,66592
SuperPCA,2206
SuperpixelImageSegmentation,3563
SuperRanker,3922
supervisedPRIM,3879
SupMZ,1707
suppdata,2061
SuppDists,66670
support,3760
support.BWS,5520
support.BWS2,4764
support.BWS3,942
support.CEs,8440
supportInt,3600
sur,551
sure,3736
surface,6415
SurfaceTortoise,3259
suropt,3104
Surrogate,11191
SurrogateOutcome,2068
SurrogateTest,3553
surrosurv,3594
surrosurvROC,2519
suRtex,5131
surv2sampleComp,5381
survAUC,24346
survAWKMT2,3288
SurvBoost,3022
survBootOutliers,2955
survC1,10836
SurvCorr,4897
SurvDisc,3166
surveillance,20562
survELtest,3394
survexp.fr,4911
survey,575901
surveybootstrap,4278
surveydata,5932
surveyeditor,3674
surveyoutliers,4295
surveyplanning,6383
surveysd,3055
Survgini,5025
SurvGSD,2932
survHE,4051
survIDINRI,6642
survidm,3944
survival,1028749
survivalAnalysis,7065
survivALL,3815
survivalMPL,7529
survivalROC,19988
survivalsvm,4118
survJamda,4816
survJamda.data,4520
SurvLong,4816
survminer,195101
survMisc,129091
survParamSim,0
survPen,2625
survPresmooth,6444
SurvRegCensCov,7471
survRM2,8384
survRM2adapt,2920
survsim,6608
survSNP,5401
survsup,2603
survtmle,3414
SurvTrunc,2961
survutils,3807
survxai,3137
sutteForecastR,5721
sValues,4117
svapls,4674
svars,7787
svcm,6322
svd,47212
svDialogs,27324
svDialogstcltk,4572
svdvisual,4695
svenssonm,3374
svglite,354036
svgPanZoom,7514
svGUI,25543
svgViewR,6121
svHttp,4629
svIDE,5507
svKomodo,5013
svmadmm,4104
svMisc,26554
SVMMaj,5837
SVMMatch,4314
svmpath,8007
svmplus,3282
SVN,2504
svrpath,3152
svs,20130
svSocket,7048
svSweave,5178
svTools,6123
svUnit,41718
svWidgets,5382
svydiags,3078
SvyNom,5051
svyPVpack,10067
swa,3184
swagger,283757
swamp,5447
swapClass,3363
SwarmSVM,21385
swatches,3416
swCRTdesign,4327
swdft,3070
sweep,27878
sweidnumbr,5113
swephR,3279
swfscMisc,9951
swgee,3623
SWIM,1326
SwimmeR,676
swirl,328002
swirlify,7148
SwissAir,6235
swissdd,1562
swissMrP,2920
swissparl,349
switchnpreg,4596
swmmr,7438
SWMPr,5312
SWMPrExtension,3027
sybil,8274
sybilccFBA,4595
sybilcycleFreeFlux,4573
sybilDynFBA,4674
sylcount,3874
syllabifyr,2946
sylly,41433
sylly.en,34030
sym.arma,3903
symbolicDA,5223
symbols,5926
symDMatrix,4353
symmetry,1075
symmoments,5436
SympluR,3214
SymTS,3725
syn,195
synbreed,9118
synbreedData,4697
synchronicity,18280
synchrony,8912
SynchWave,4428
SyncMove,3865
SyncRNG,3411
SYNCSA,7732
SyNet,5072
synlik,4432
synoptReg,3502
synRNASeqNet,3919
syntaxr,2196
Synth,12440
synthACS,4753
synthpop,8476
SynthTools,1013
sys,4662905
sysfonts,82653
sysid,3412
syslognet,0
systemfit,122368
systemfonts,192857
systemicrisk,4855
syt,2957
syuzhet,214581
T2EQ,3568
tab,7214
Taba,0
taber,3817
tabit,976
tablaxlsx,4886
table.express,2456
table1,17365
Table1Heatmap,4666
table1xls,5099
TableHC,503
tableHTML,16823
tableMatrix,3539
TableMonster,4404
tableone,59380
tableplot,6470
tablerDash,10917
tables,122943
tableschema.r,3386
TableToLongForm,5653
tabplot,15037
tabr,3704
tabula,3763
tabularaster,4180
tabulizer,36644
tabulizerjars,30729
tabulog,1188
tabuSearch,9808
tacmagic,2546
tactile,3393
tadaatoolbox,5806
TAG,756
tagcloud,5962
tailloss,3611
tailr,3470
TailRank,5407
taipan,2989
takos,2932
TAM,53203
tanaka,2760
TanB,3584
TANDEM,4249
tangles,617
TangPoemR,2871
tangram,4193
TaoTeProgramming,4343
TapeR,4631
tapkee,2656
TAQMNGR,5554
TAR,10255
TargomoR,329
Tariff,5105
taRifx,48293
TAShiny,2989
tashu,979
taskscheduleR,15251
tatest,3048
tatoo,4300
tau,91031
TauP.R,4878
TauStar,4455
tauturri,3095
tawny,7039
tawny.types,6662
taxa,9469
TaxicabCA,3131
taxize,40049
taxizedb,3667
taxlist,4227
taxonomizr,4702
Taxonstand,7171
taxotools,4665
tbart,5965
tbd,2933
tbdiag,4301
TBEST,4503
TBFmultinomial,3594
tbl2xts,6022
tbm,2397
tbrf,5009
TBSSurvival,5042
TCA,1915
tcensReg,293
TCGA2STAT,5344
TCGAretriever,4179
TcGSA,4843
tcgsaseq,4208
TCIApathfinder,5707
tcl,1162
tcltk2,216011
tclust,32834
Tcomp,4625
tcpl,4803
tcR,8885
TDA,26318
TDAmapper,4884
TDAstats,4722
TDboost,5143
TDCor,3975
TDD,4524
tdigest,1250
TDMR,5803
TDPanalysis,3597
tdr,4498
tdROC,4168
tdsc,3029
tdthap,6185
TE,3128
tea,4923
TeachBayes,4493
teachingApps,3795
TeachingDemos,204948
TeachingSampling,13858
TeachNet,4840
tealeaves,2030
TEAM,957
teamcolors,4714
teamr,1381
teda,3345
TEEReg,4884
teigen,6450
Tejapi,3050
telefit,2964
telegram,6937
telegram.bot,6886
TELP,3653
TempCont,2352
tempcyclesdata,3168
tempdisagg,16544
temperatureresponse,3186
templates,4746
TempleMetrics,3746
tempoR,1623
Temporal,2852
tempR,4616
tenispolaR,2418
tensor,157428
tensorA,63375
tensorBF,3432
tensorBSS,4298
tensorflow,259719
tensorr,3844
tensorregress,554
tensorsparse,1262
tensr,4326
TEQR,5560
TERAplusB,4769
tergm,58766
term,341
Ternary,8618
ternvis,2758
TESS,7592
tesseract,81209
test2norm,681
testassay,3354
TestCor,3020
TestDataImputation,5369
TestDesign,1630
TestDimorph,1865
testDriveR,3230
testequavar,1288
tester,12447
testextra,3378
testforDEP,3498
TestFunctions,3482
TestingSimilarity,4136
testit,89759
TestScorer,6119
testthat,3555710
testthis,6852
tetraclasse,3304
TeXCheckR,7477
TexExamRandomizer,3535
texmex,6474
TExPosition,5464
texPreview,7894
texreg,89422
text2speech,3194
text2vec,66719
textcat,23005
textclean,62021
textdata,38148
texteffect,3861
textfeatures,6203
TextForecast,3262
textgRid,3384
textile,3006
textir,12285
textmineR,17399
textmining,4919
textometry,22141
textrank,9180
textreadr,15612
textrecipes,3709
textreg,11262
textreuse,8403
textshape,100086
textstem,18677
textTinyR,6227
textutils,6324
tfautograph,824
tfCox,1224
tfdatasets,15310
tfdeploy,4512
tfer,4807
tfestimators,27436
tfhub,261
tfio,3017
TFisher,11770
TFMPvalue,11474
tfplot,14059
tfprobability,814
tframe,17428
tframePlus,7505
tfruns,200103
tfse,6570
TFX,6434
tgcd,4597
tggd,3845
tgp,36431
tgram,4970
TGS,2924
TH.data,870499
thankr,3301
ThankYouStars,3333
thectar,454
theiaR,2347
themis,0
Thermimage,7380
ThermIndex,3791
thermocouple,4324
theseus,2987
thgenetics,5263
thickmatch,1052
thief,32629
Thinknum,4756
thinkr,3636
thor,3257
ThreeArmedTrials,5497
threeboost,4211
threeBrain,1772
ThreeGroups,4393
threejs,153561
ThreeWay,7042
threewords,4059
threg,4711
thregI,4308
Thresher,3766
ThresholdROC,6233
threshr,3999
thriftr,3420
thsls,4182
thurstonianIRT,1089
tibble,9582761
tibbleOne,614
tibbletime,50998
tibbrConnector,4875
TickExec,4010
tictactoe,3523
tictoc,137855
TiddlyWikiR,4352
TideCurves,3954
TideHarmonics,4011
Tides,6149
TideTables,3735
tidybayes,16867
tidyboot,3388
tidycells,1518
tidycensus,32220
tidycode,2167
tidycomm,1020
tidycwl,388
tidydice,535
tidygapminder,323
tidygenomics,5300
tidygeocoder,761
tidygraph,140977
tidyhydat,5383
tidyimpute,5489
tidyjson,7976
tidylog,7446
tidyLPA,8774
tidymodels,44830
tidymv,4101
tidync,6870
tidypmc,1285
tidyposterior,40452
tidypredict,26749
tidyquant,119510
tidyquery,928
tidyqwi,2765
tidyr,6513392
tidyREDCap,0
tidyRSS,11234
tidyrules,1285
tidyselect,5633036
tidystats,5008
tidystopwords,2718
tidystringdist,6342
tidytext,481425
tidytidbits,7780
tidytransit,6219
tidytree,38846
tidyUSDA,1743
tidyverse,4195112
tidyxl,10123
tiff,158392
tiger,5836
tigerhitteR,3703
tigerstats,19864
tigger,5575
tightClust,4962
tigreBrowserWriter,3682
tigris,74926
tikzDevice,60048
tilegramsR,3851
TileManager,3306
tiler,4472
tilting,4317
time2event,3639
timechange,3479
timeDate,1426639
timedelay,4364
timeline,5349
timelineR,3942
timelineS,5732
timeordered,5485
timeperiodsR,1043
TimeProjection,5750
timeR,3490
timereg,54662
timeROC,11664
timesboot,5266
timeSeq,4704
timeSeries,358076
TimeSeries.OBeu,4072
timeseriesdb,5349
timetk,191838
timetools,6873
timetree,3970
timevis,25214
TimeVTree,3080
TimeWarp,16272
timma,4379
TIMP,8859
timsac,10314
Tinflex,5547
TInPosition,5118
tinsel,3254
tint,7196
tinter,3048
tinyProject,3918
tinytest,27116
tinytex,5219044
tiobeindexr,3082
TipDatingBeast,3821
tipom,4538
TippingPoint,3908
tippy,3892
tipr,3498
tis,101716
titan,5402
TITAN2,4395
titanic,42814
titeIR,3050
titrationCurves,3869
TKF,4241
tkrgl,7351
tkrplot,97886
tkRplotR,3690
Tlasso,3367
TLBC,3727
TLdating,3806
tlemix,5126
tlm,4498
tlmec,5159
TLMoments,5427
tlrmvnmvt,358
tls,3175
tm,767000
tm.plugin.alceste,6202
tm.plugin.dc,6398
tm.plugin.europresse,6443
tm.plugin.factiva,7830
tm.plugin.lexisnexis,7327
tm.plugin.mail,7118
tm.plugin.webmining,25887
tm1r,5196
tmap,214545
tmaptools,170702
TMB,188732
tmbstan,4280
TmCalculator,2898
tmcn,9896
TMDb,3873
tmg,5036
Tmisc,6449
tmle,9283
tmle.npvi,4406
tmod,4387
tmpm,3642
tmt,2451
tmvmixnorm,3828
tmvnsim,4119
tmvtnorm,37905
tnam,24227
TNC,2863
tnet,11724
Tnseq,3557
TOC,4456
todor,2526
togglr,3534
TOHM,1066
tokenbrowser,2153
tokenizers,1241736
tokenizers.bpe,1235
tolBasis,3707
tolerance,19160
toolmaRk,3165
tools4uplift,4597
ToolsForCoDa,4205
TooManyCellsR,2717
toOrdinal,12620
topicdoc,642
topicmodels,208964
TopicScore,1527
TopKLists,4951
topmodel,10194
topoDistance,1214
topologyGSA,4950
topsis,5758
tor,3640
tosca,3789
tosls,4321
TOSTER,8563
totalcensus,22980
TotalCopheneticIndex,4279
touch,3633
touchard,3354
TouRnament,786
tourr,9446
toxEval,2844
ToxicoGx,322
toxtestD,4601
TP.idm,4736
tpAUC,3427
TPD,3796
tpe,3876
TPEA,3743
TPES,3089
TPMplt,3156
TPmsm,6747
tpr,7581
TR8,4967
tracer,3453
tracerer,3525
tracheideR,3607
track,5517
trackdem,4429
trackdf,1722
trackeR,7589
trackeRapp,1988
trackr,3775
TrackReconstruction,5183
tractor.base,12256
trade,3264
TRADER,4385
tradestatistics,4117
Trading,4468
TrafficBDE,3038
trafo,3524
traineR,856
traipse,1475
traitdataform,3541
traitr,5193
traits,9754
Traitspace,3758
traj,4906
TrajDataMining,3346
trajectories,6879
trajr,5520
tram,29777
TraMineR,42680
TraMineRextras,9916
TRAMPR,5310
transcribeR,4158
transformr,29577
translate,6055
translateR,7679
translation.ko,3992
TransModel,6867
TransP,3928
transplantr,0
transport,11770
tranSurv,2448
trapezoid,6393
trawl,2866
TRD,4436
TreatmentSelection,4404
tree,173330
tree.bins,4928
tree.interpreter,592
treebase,7336
TreeBUGS,6669
treeclim,7274
treeClust,9134
treecm,4834
treeDA,3324
treedater,4678
TreeDep,3276
treeHMM,901
treelet,5018
TreeLS,2623
treeman,4940
treemap,97011
treemapify,24795
treenomial,355
TreePar,7466
treeperm,4047
treeplyr,4010
TreeSearch,5186
TreeSim,10577
TreeSimGM,5066
treespace,4927
treestartr,2922
treethresh,5007
TreeTools,259
trekcolors,609
trekfont,3062
trelliscopejs,6496
trelloR,3863
trend,33275
trendchange,3313
TrendInTrend,3977
trendsegmentR,1415
TrendSLR,1238
trendyy,2092
TRES,2743
TriadSim,3434
trialr,5013
TrialSize,7175
triangle,48810
triangulation,3450
tribe,3719
tricolore,3398
triebeard,229395
trigpoints,2888
TriMatch,5101
trimcluster,240450
trimmer,419
trimr,4727
trimTrees,4317
trinROC,3004
trioGxE,4354
TrioSGL,3392
trip,10144
tripack,51793
tripEstimation,7129
TripleR,8315
tripsAndDipR,1217
triversity,3227
tropAlgebra,3371
TropFishR,7462
tRophicPosition,3888
tropicalSparse,3043
trotter,4567
trread,3121
TRSbook,4790
trtf,18428
truelies,1723
trueskill,4377
TruncatedNormal,9727
truncdist,28994
truncgof,5260
truncnorm,308691
truncreg,36476
truncSP,5105
trust,63837
trustedtimestamping,1349
trustOptim,8249
tryCatchLog,6109
TSA,308111
tsallisqexp,5162
tsbox,23406
tsBSS,5890
tsc,4402
TSclust,17336
TScompare,5031
tscount,9476
TSCS,2999
TSdata,5093
tsdb,2480
TSdbi,9186
tsdecomp,4570
tsdf,3588
TSDFGS,2334
tsdisagg2,4230
TSdist,12332
TSDT,2980
tsDyn,52239
TSE,1513
TSEind,1235
TSEntropies,4175
tseries,2041845
tseriesChaos,48563
tseriesEntropy,5018
TSeriesMMA,3714
TSEtools,3631
TSEwgt,1372
TSF,3289
tsfa,9623
TSfame,5818
tsfeatures,7769
tsfgrnn,414
tsfknn,5248
TSGSIS,3240
tsgui,3719
TSHRC,6621
tsibble,57958
tsibbledata,5182
tsintermittent,48357
tsiR,4355
TSMCP,2928
TSMining,4674
TSmisc,4167
TSMN,3650
tsModel,14242
tsmp,4120
TSMSN,1457
TSMySQL,6022
tsna,37147
tsne,80906
TSodbc,3990
tsoutliers,69766
TSP,281887
Tsphere,4555
tsPI,5160
TSplotly,1303
tspmeta,5270
TSPostgreSQL,5788
TSPred,9919
tsqn,3548
TSrepr,7046
TSS.RESTREND,3634
TSsdmx,4772
tsSelect,3287
TSsmoothing,1343
TSsql,4875
TSSQLite,6043
TSSS,2531
TSstudio,11600
tstools,6441
TSTr,3850
TSTutorial,5730
tsutils,15616
TSVC,3309
tsviz,1411
tsvr,2827
tswge,4798
tsxtreme,3635
TTAinterfaceTrendAnalysis,5241
ttbary,231
ttbbeer,3861
TTCA,3615
ttdo,1126
ttestshiny,3269
tth,6333
TTmoment,4751
TTR,2044181
TTS,4093
ttScreening,4581
ttTensor,2179
tttplot,3828
ttutils,8100
ttwa,4408
tuber,13178
tubern,3846
tuckerR.mmgg,3261
tufte,59945
tufterhandout,5907
TukeyC,8932
TukeyRegion,3300
tukeytrend,3462
TULIP,1988
tumblR,4627
tumgr,3974
TunePareto,7409
tuneR,47390
tuneRanger,5189
tuple,5191
turboEM,7321
turfR,5267
turner,10813
TurtleGraphics,6820
Tushare,4365
tutorial,4655
tuts,2955
TUWmodel,6028
tvd,3965
tvgeom,391
tvm,10165
tvR,3783
tvReg,5209
TVsMiss,3300
tvthemes,1355
twang,12212
tweedie,64758
tweenr,315327
tweet2r,5133
twfy,3279
twiddler,5387
twilio,4193
twitteR,130592
twitterwidget,1485
twl,2829
TwoCop,4571
TwoPhaseInd,3947
TwoRegression,3140
twosamples,3077
TwoSampleTest.HD,2676
twostageTE,4759
TwoStepCLogit,5513
twoway,2942
txtplot,16232
txtq,15318
types,3704
uaparserjs,2350
uavRmp,3734
uavRst,734
UBCRM,4741
ubiquity,605
UBL,6452
uCAREChemSuiteCLI,3010
ucbthesis,3941
uchardet,475
uclust,2680
ucminf,368318
UCR.ColumnNames,3431
UCSCXenaShiny,2372
UCSCXenaTools,8572
udapi,7658
UdderQuarterInfectionData,3408
udpipe,30112
udunits2,62453
ufs,18531
uGMAR,4570
uHMM,3136
ui,1750
uiucthemes,3799
ukbabynames,3528
ukbtools,5057
ukgasapi,4474
UKgrid,3546
uklr,187
ukpolice,2307
ulid,1422
Ultimixt,3752
umap,49264
Umatrix,3496
Umoments,2200
ump,5377
Umpire,3684
umx,10908
unbalanced,12921
unbalhaar,4812
UncDecomp,3114
UncerIn2,3703
UncertainInterval,3836
uncertainty,2985
UNCLES,3620
uncmbb,3489
understandBPMN,3271
UNF,6616
unfoldr,5151
unglue,858
ungroup,3514
uniah,4262
Unicode,7994
UniDOE,3421
unifDAG,3554
unifed,3675
uniformly,2972
uniftest,4414
UniIsoRegression,3437
unikn,2246
unine,2312
UniprotR,2078
uniqtag,4711
uniReg,8634
UnitCircle,3074
unitedR,3977
unitizer,9762
units,1096492
unittest,5692
unival,2728
univariateML,291
univOutl,26517
UnivRNG,4626
unix,6336
unjoin,3646
unmarked,58150
UNPaC,1193
unpivotr,6732
unrepx,3747
unrtf,3534
unsystation,3506
untb,8025
unvotes,6838
updog,3696
uplift,7749
uplifteval,1706
UPMASK,4430
upmfit,3542
UpSetR,153046
UPSvarApprox,3048
uptasticsearch,9705
uptimeRobot,3624
upwaver,3392
uqr,3642
urbin,3079
urca,1288170
urlshorteneR,4804
urltools,271374
uroot,161682
USAboundaries,9072
UScancer,4404
UScensus2000cdp,5105
UScensus2000tract,5471
UScensus2010,7344
usdarnass,1607
usdm,32074
usedist,5072
useful,54721
usefun,737
userfriendlyscience,20214
usethis,2741438
usfertilizer,2951
USgrid,0
USGSstates2k,3233
ushr,902
UsingR,78320
uskewFactors,4390
usl,5360
usmap,58830
UStatBookABSC,3327
ustyc,4602
utc,2875
utf8,6525476
utile.tables,2306
utile.tools,2532
utile.visuals,2282
utility,7299
UtilityFrailtyPH12,2516
utilsIPEA,6411
utiml,5510
uuid,598115
UWHAM,4565
uwIntroStats,6120
uwot,59557
V8,285538
vaersNDvax,3795
vaersvax,4086
vagalumeR,4006
vagam,3051
valaddin,3705
valection,2950
valetr,1258
validann,4026
validate,16636
validatejsonr,3655
validateRS,3710
validatetools,4537
valorate,3367
valottery,3755
valr,4727
valueEQ5D,1463
valuer,3509
vamc,2925
vampyr,0
VancouvR,535
vanddraabe,2201
vanquish,2890
vapour,3622
VAR.etp,7146
varband,3216
varbin,2971
VarBundle,6499
varbvs,5362
varclust,1573
vardiag,6402
vardpoor,11373
VarED,3514
VaRES,5130
varEst,885
VarfromPDB,4556
varhandle,77721
variables,23129
VariableScreening,3954
varian,4027
VarianceGamma,23722
variantspark,1646
varImp,31961
variosig,3666
varjmcm,2919
varrank,3662
VarReg,3571
vars,191324
VARSEDIG,4723
varSel,3453
VarSelLCM,6917
varSelRF,10205
varsExplore,636
VARshrink,848
VARsignR,6000
VarSwapPrice,5930
varTestnlme,0
VARtests,3798
varycoef,676
vaultr,1889
vbdm,4362
vbsr,4661
VBTree,2999
VC2copula,349
VCA,8369
vcd,542013
vcdExtra,58032
vcfR,26506
vcov,3862
vcr,13093
vcrpart,6291
vctrs,6076680
vcvComp,1141
VDAP,3606
vdg,4391
Vdgraph,21137
VdgRsm,4900
vdiffr,225761
VDJgermlines,2910
VDSPCalibration,3380
vec2dtransf,5832
veccompare,3532
vecsets,5067
VecStatGraphs2D,5178
VecStatGraphs3D,5165
vectools,0
vegalite,3680
vegan,542132
vegan3d,21206
vegawidget,4437
vegclust,6495
vegdata,8706
vegetarian,7964
vegperiod,3762
vegtable,3602
vein,4990
velociraptr,4148
velox,13443
vembedr,4633
venn,16950
VennDiagram,99463
venneuler,59684
vennplot,4191
verification,28118
versions,37377
vertexenum,4202
VertexSimilarity,3653
VertexSort,3526
VeryLargeIntegers,3938
vesselr,3669
vetools,4001
vetr,4328
VetResearchLMM,4032
vfcp,3616
VFP,3292
vfprogression,1869
VFS,2985
VGAM,291881
VGAMdata,25049
VGAMextra,3554
vhcub,339
VHDClassification,4795
vhica,3615
viafr,1427
vici,1099
VICmodel,3198
vietnamcode,3623
viewshed3d,3685
VIF,23011
VIFCP,4556
VIGoR,3825
VIM,217131
VIMGUI,5804
vimp,3714
VineCopula,43263
vinereg,3473
vines,7433
violinmplot,5538
vioplot,82925
viopoints,4822
vip,28441
vipor,63607
VIRF,1999
viridis,2499805
viridisLite,4928522
viromeBrowser,936
virtualPollen,1576
virtualspecies,6558
virustotal,3448
visdat,85353
ViSiElse,3744
visit,874
visNetwork,470859
visreg,65482
vistime,7270
visTree,3183
vistributions,12362
visualFields,6139
visualize,8904
visvow,4298
vita,4063
vitae,9825
vitality,5257
vivo,1722
vkR,4688
vlad,3119
VLF,4326
VLMC,6444
VLTimeCausality,247
vMask,3070
vmd,3622
vmsbase,4541
VNM,4993
vocaldia,3395
volesti,1861
volleystat,2581
voronoiTreemap,3062
vortexR,4032
vortexRdata,3814
VOSONDash,1670
vosonSML,6809
Voss,4344
vote,3482
voteogram,3405
votesys,3218
vottrans,3696
vov,256
vowels,6012
vows,4735
voxel,5057
VoxR,5245
vpc,6795
vqtl,4120
vrcp,3632
vrmlgen,6348
vroom,23325
VRPM,3415
vrtest,8464
vscc,4438
VSE,3367
vsgoftest,3081
vstsr,3009
VSURF,9285
vtable,4706
VTrack,4996
vtreat,28042
vtree,4393
VTShiny,1456
vudc,4329
vwline,1428
VWPre,4880
vwr,4914
W2CWM2C,4644
W3CMarkupValidator,5054
waccR,3317
wactor,297
waffect,4383
waffle,29027
wahc,6304
waiter,4636
wakefield,7926
walkalytics,4495
walker,5220
walkscoreAPI,6320
wallace,7363
wally,3648
walmartAPI,3304
walrus,3939
WaMaSim,1844
wand,3182
warbleR,13637
WARN,5072
warp,0
warpMix,3616
washdata,3354
washeR,3037
wasim,4608
water,4250
waterData,6023
waterfall,7600
waterfalls,12380
waterquality,2812
Watersheds,5499
waterYearType,2619
waveband,4834
waved,5373
waveformlidar,2088
wavefunction,3283
WaveletANN,2537
WaveletArima,4067
WaveletComp,9642
WaveletGARCH,683
